numero_arrete,titre,autorite_responsable,signataire,date_publication,date_signature,poids_pdf_ko,concerne_circulation,concerne_stationnement,est_temporaire,explnum_id,pdf_s3_url,date_scrape
2025 E 16586,"Arrêté n° 2025 E 16586 modifiant, à titre provisoire, les règles de stationnement et de circulation rue Popincourt et autres voies, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,15/09/2025,10/09/2025,104,True,True,True,42857,s3://parisarretes/arretes/2025/2025_E_16586_b4bf2c2b.pdf,2025-10-26T18:39:44.812511
2025 E 16347,"Arrêté n° 2025 E 16347 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement, carrefour et route des Tribunes, avenue de l'Hippodrome, Chemin de l'Abbaye, et route des Moulins (entre la route de Suresnes et la route des Tribunes), route de Sèvres à Neuilly, et route de la Porte des Sablons à la porte Maillot, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,15/09/2025,10/09/2025,112,True,True,True,42856,s3://parisarretes/arretes/2025/2025_E_16347_69cd5038.pdf,2025-10-26T18:39:44.813050
2025 E 16633,"Arrêté n° 2025 E 16633 modifiant, à titre provisoire, les règles de circulation des véhicules de transport en commun et des taxis sur le pont d'Iéna, à Paris 7e et 16e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,12/09/2025,11/09/2025,49,True,False,True,42855,s3://parisarretes/arretes/2025/2025_E_16633_bd268304.pdf,2025-10-26T18:39:44.816011
2025 T 16594,"Arrêté n° 2025 T 16594 modifiant, à titre provisoire, les règles de stationnement rue de la Fontaine au Roi, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,10/09/2025,104,False,True,True,42852,s3://parisarretes/arretes/2025/2025_T_16594_bbe745ab.pdf,2025-10-26T18:40:11.025817
2025 E 16602,"Arrêté n° 2025 E 16602 modifiant, à titre provisoire, les règles de stationnement rue Saint-Maur, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,10/09/2025,52,False,True,True,42847,s3://parisarretes/arretes/2025/2025_E_16602_218e1454.pdf,2025-10-26T18:40:11.026616
2025 P 15497,"Arrêté n° 2025 P 15497 instaurant des aires piétonnes dans certaines contre-allées des boulevards Beaumarchais et des Filles du Calvaire, à Paris Centre.",Direction de la Voirie et des Déplacements,François WOUTS,12/09/2025,11/09/2025,106,False,False,False,42853,s3://parisarretes/arretes/2025/2025_P_15497_ad3546e2.pdf,2025-10-26T18:40:11.025451
2025 T 16596,"Arrêté n° 2025 T 16596 modifiant, à titre provisoire, les règles de stationnement rue Henri Barbusse, à Paris 5e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,12/09/2025,10/09/2025,49,False,True,True,42851,s3://parisarretes/arretes/2025/2025_T_16596_28e59c9e.pdf,2025-10-26T18:40:11.026075
2025 T 16619,"Arrêté n° 2025 T 16619 modifiant, à titre provisoire, les règles de stationnement rue Guillaume Bertrand, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,11/09/2025,49,False,True,True,42844,s3://parisarretes/arretes/2025/2025_T_16619_62d4c3a8.pdf,2025-10-26T18:40:11.027098
2025 T 16583,"Arrêté n° 2025 T 16583 modifiant, à titre provisoire, les règles de stationnement rue Léon Frot, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,10/09/2025,104,False,True,True,42849,s3://parisarretes/arretes/2025/2025_T_16583_9895190c.pdf,2025-10-26T18:40:11.026355
2025 T 16600,"Arrêté n° 2025 T 16600 modifiant, à titre provisoire, les règles de stationnement rue de l'Orillon, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,10/09/2025,102,False,True,True,42846,s3://parisarretes/arretes/2025/2025_T_16600_d4d2aa86.pdf,2025-10-26T18:40:11.026861
2025 T 16510,"Arrêté n° 2025 T 16510 modifiant, à titre provisoire, les règles de circulation rue Moufle, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,08/09/2025,103,True,False,True,42843,s3://parisarretes/arretes/2025/2025_T_16510_97b6e207.pdf,2025-10-26T18:40:11.027342
2025 T 16582,"Arrêté n° 2025 T 16582 modifiant, à titre provisoire, les règles de stationnement rue Servan, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,10/09/2025,49,False,True,True,42836,s3://parisarretes/arretes/2025/2025_T_16582_1ea5ac8a.pdf,2025-10-26T18:40:11.027581
2025 T 16555,"Arrêté n° 2025 T 16555 modifiant, à titre provisoire, la règle du stationnement rue des Deux Ponts, à Paris 4e - Annule et remplace l'arrêté n° 2025 T 15699.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,12/09/2025,10/09/2025,128,False,True,True,42835,s3://parisarretes/arretes/2025/2025_T_16555_c6a35c76.pdf,2025-10-26T18:40:11.027817
2025 T 16451,"Arrêté n° 2025 T 16451 modifiant, à titre provisoire, les règles de la circulation générale, rue de l'Arrivée, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,12/09/2025,04/09/2025,105,True,False,True,42830,s3://parisarretes/arretes/2025/2025_T_16451_d7322121.pdf,2025-10-26T18:40:36.849750
2025 T 16429,"Arrêté n° 2025 T 16429 modifiant, à titre provisoire, les règles de stationnement rue Jobbé Duval, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,12/09/2025,03/09/2025,103,False,True,True,42829,s3://parisarretes/arretes/2025/2025_T_16429_9eabf505.pdf,2025-10-26T18:40:36.850634
2025 T 16493,"Arrêté n° 2025 T 16493 modifiant, à titre provisoire, les règles de stationnement rue de l'arrivée, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,12/09/2025,05/09/2025,51,False,True,True,42833,s3://parisarretes/arretes/2025/2025_T_16493_57658287.pdf,2025-10-26T18:40:36.848264
2025 E 16597,"Arrêté n° 2025 E 16597 modifiant, à titre provisoire, les règles de stationnement square Bolivar, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,12/09/2025,10/09/2025,50,False,True,True,42827,s3://parisarretes/arretes/2025/2025_E_16597_74d159b9.pdf,2025-10-26T18:40:36.851587
2025 T 16487,"Arrêté n° 2025 T 16487 modifiant, à titre provisoire, les règles de stationnement rue Bargue, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,12/09/2025,05/09/2025,50,False,True,True,42831,s3://parisarretes/arretes/2025/2025_T_16487_5289ae78.pdf,2025-10-26T18:40:36.849276
2025 T 16349,"Arrêté n° 2025 T 16349 modifiant, à titre provisoire, les règles de stationnement rue Jasmin, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,12/09/2025,01/09/2025,51,False,True,True,42854,s3://parisarretes/arretes/2025/2025_T_16349_58c7da81.pdf,2025-10-26T18:40:36.851090
2025 T 16491,"Arrêté n° 2025 T 16491 modifiant, à titre provisoire, les règles de la circulation générale rues de la Croix Nivert et Lakanal, à Paris 15e (additif de l'arrêté municipal n° 2025 T 15361).",Direction de la Voirie et des Déplacements,Miéna GERMON,12/09/2025,05/09/2025,55,True,False,True,42832,s3://parisarretes/arretes/2025/2025_T_16491_8a188b1b.pdf,2025-10-26T18:40:36.848768
2025 T 16504,"Arrêté n° 2025 T 16504 modifiant, à titre provisoire, les règles de stationnement rue Émile Duclaux, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,11/09/2025,08/09/2025,51,False,True,True,42823,s3://parisarretes/arretes/2025/2025_T_16504_e8e29137.pdf,2025-10-26T18:40:36.852068
2025 T 16485,"Arrêté n° 2025 T 16485 modifiant, à titre provisoire, les règles de stationnement Villa Thoréton 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,11/09/2025,05/09/2025,105,False,True,True,42822,s3://parisarretes/arretes/2025/2025_T_16485_3e65925d.pdf,2025-10-26T18:40:36.852670
2025 T 16524,"Arrêté n° 2025 T 16524 modifiant, à titre provisoire, la règle du stationnement rue de Sambre-et-Meuse, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,11/09/2025,09/09/2025,121,False,True,True,42821,s3://parisarretes/arretes/2025/2025_T_16524_e46c470e.pdf,2025-10-26T18:40:36.853143
2025 T 16548,"Arrêté n° 2025 T 16548 modifiant, à titre provisoire, les règles de stationnement rue Bobillot, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,11/09/2025,10/09/2025,50,False,True,True,42817,s3://parisarretes/arretes/2025/2025_T_16548_3a41b809.pdf,2025-10-26T18:41:04.150024
2025 T 16550,"Arrêté n° 2025 T 16550 modifiant, à titre provisoire, les règles de stationnement rue de la Colonie, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,11/09/2025,10/09/2025,51,False,True,True,42816,s3://parisarretes/arretes/2025/2025_T_16550_9d1169d2.pdf,2025-10-26T18:41:04.150493
2025 E 15426,"Arrêté n° 2025 E 15426 modifiant, à titre provisoire, la règle de la circulation générale rue Poulletier et rue de Moussy, à Paris 4e",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,11/09/2025,09/09/2025,125,True,False,True,42820,s3://parisarretes/arretes/2025/2025_E_15426_7b1ce9e9.pdf,2025-10-26T18:41:04.148618
2025 C 16465,"Arrêté n° 2025 C 16465 modifiant, à titre provisoire, la règle du stationnement rue du Delta, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,11/09/2025,09/09/2025,109,False,True,True,42818,s3://parisarretes/arretes/2025/2025_C_16465_704becff.pdf,2025-10-26T18:41:04.149339
2025 E 14863,"Arrêté n° 2025 E 14863 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale dans plusieurs voies, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,11/09/2025,09/09/2025,129,True,True,True,42819,s3://parisarretes/arretes/2025/2025_E_14863_1d3ccbc9.pdf,2025-10-26T18:41:04.149034
2025 T 16522,"Arrêté n° 2025 T 16522 modifiant, à titre provisoire, les règles de circulation et de stationnement boulevard de Charonne, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,10/09/2025,51,True,True,True,42815,s3://parisarretes/arretes/2025/2025_T_16522_7ae080e7.pdf,2025-10-26T18:41:04.150945
2025 T 16552,"Arrêté n° 2025 T 16552 modifiant, à titre provisoire, les règles de stationnement avenue Pierre Mendès France, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,11/09/2025,10/09/2025,106,False,True,True,42814,s3://parisarretes/arretes/2025/2025_T_16552_3043cb1d.pdf,2025-10-26T18:41:04.151434
2025 T 16518,"Arrêté n° 2025 T 16518 modifiant, à titre provisoire, les règles de circulation rue de Noisy le sec, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,10/09/2025,49,True,False,True,42813,s3://parisarretes/arretes/2025/2025_T_16518_1a86b3be.pdf,2025-10-26T18:41:04.151909
2025 T 16567,"Arrêté n° 2025 T 16567 modifiant, à titre provisoire, les règles de stationnement rue Gouthière, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,11/09/2025,10/09/2025,52,False,True,True,42812,s3://parisarretes/arretes/2025/2025_T_16567_01f12158.pdf,2025-10-26T18:41:04.152389
2025 T 16568,"Arrêté n° 2025 T 16568 modifiant, à titre provisoire, la règle de stationnement rue de Cotte, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,11/09/2025,10/09/2025,51,False,True,True,42811,s3://parisarretes/arretes/2025/2025_T_16568_0a6bd087.pdf,2025-10-26T18:41:04.152852
2025 T 16574,"Arrêté n° 2025 T 16574 modifiant, à titre provisoire, la règle du stationnement rue Hermann-Lachapelle, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,11/09/2025,10/09/2025,105,False,True,True,42809,s3://parisarretes/arretes/2025/2025_T_16574_3302a611.pdf,2025-10-26T18:41:31.911511
2025 T 16476,"Arrêté n° 2025 T 16476 modifiant, à titre provisoire, les règles de circulation rue de Bagnolet, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,10/09/2025,50,True,False,True,42808,s3://parisarretes/arretes/2025/2025_T_16476_4fbae0a8.pdf,2025-10-26T18:41:31.912007
2025 T 16588,"Arrêté n° 2025 T 16588 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Feutrier et rue Lamarck, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,11/09/2025,10/09/2025,148,True,True,True,42807,s3://parisarretes/arretes/2025/2025_T_16588_08b8b374.pdf,2025-10-26T18:41:31.912511
2025 T 16474,"Arrêté n° 2025 T 16474 modifiant, à titre provisoire, les règles de stationnement rue Cristino Garcia, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,10/09/2025,50,False,True,True,42806,s3://parisarretes/arretes/2025/2025_T_16474_314244d1.pdf,2025-10-26T18:41:31.912978
2025 T 16488,"Arrêté n° 2025 T 16488 modifiant, à titre provisoire, les règles de stationnement rue Jules Lemaître, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,11/09/2025,10/09/2025,51,False,True,True,42810,s3://parisarretes/arretes/2025/2025_T_16488_2b36882a.pdf,2025-10-26T18:41:31.910936
2025 T 16528,"Arrêté n° 2025 T 16528 modifiant, à titre provisoire, les règles de circulation avenue Parmentier, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,08/09/2025,104,True,False,True,42805,s3://parisarretes/arretes/2025/2025_T_16528_fdc72123.pdf,2025-10-26T18:41:31.913453
2025 T 16531,"Arrêté n° 2025 T 16531 modifiant, à titre provisoire, la règle du stationnement rue du Rocher et rue de Vienne, à Paris 8e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,105,False,True,True,42804,s3://parisarretes/arretes/2025/2025_T_16531_7c34b7fe.pdf,2025-10-26T18:41:31.913909
2025 T 16534,"Arrêté n° 2025 T 16534 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Boulay et Paul Bodin, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,108,True,True,True,42802,s3://parisarretes/arretes/2025/2025_T_16534_27825795.pdf,2025-10-26T18:41:31.914361
2025 T 16525,"Arrêté n° 2025 T 16525 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement boulevard des Batignolles, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,08/09/2025,108,True,True,True,42803,s3://parisarretes/arretes/2025/2025_T_16525_cb61aca0.pdf,2025-10-26T18:41:31.914795
2025 T 16545,"Arrêté n° 2025 T 16545 modifiant, à titre provisoire, les règles de la circulation et du stationnement rue de Liège, à Paris 8e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,106,True,True,True,42801,s3://parisarretes/arretes/2025/2025_T_16545_78a6cbeb.pdf,2025-10-26T18:41:31.915292
2025 T 16514,"Arrêté n° 2025 T 16514 modifiant, à titre provisoire, la règle du stationnement rue de Miromesnil, à Paris 8e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,08/09/2025,103,False,True,True,42798,s3://parisarretes/arretes/2025/2025_T_16514_c5e4d961.pdf,2025-10-26T18:41:58.642832
2025 T 16549,"Arrêté n° 2025 T 16549 modifiant, à titre provisoire, la règle du stationnement rue Pierre Demours, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,104,False,True,True,42799,s3://parisarretes/arretes/2025/2025_T_16549_1e99b1af.pdf,2025-10-26T18:41:58.642571
2025 T 16523,"Arrêté n° 2025 T 16523 modifiant, à titre provisoire, la règle du stationnement rue de Constantinople, à Paris 8e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,105,False,True,True,42800,s3://parisarretes/arretes/2025/2025_T_16523_c81619dd.pdf,2025-10-26T18:41:58.642132
2025 T 16553,"Arrêté n° 2025 T 16553 modifiant, à titre provisoire, la règle de stationnement rue Salneuve, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,104,False,True,True,42797,s3://parisarretes/arretes/2025/2025_T_16553_669914a1.pdf,2025-10-26T18:41:58.643091
2025 T 16556,"Arrêté n° 2025 T 16556 modifiant, à titre provisoire, la règle de stationnement boulevard de Douaumont, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,104,False,True,True,42795,s3://parisarretes/arretes/2025/2025_T_16556_5eab8762.pdf,2025-10-26T18:41:58.643377
2025 E 16546,"Arrêté n° 2025 E 16546 modifiant, à titre provisoire, les règles de circulation rues du Borrégo et Haxo, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,10/09/2025,50,True,False,True,42794,s3://parisarretes/arretes/2025/2025_E_16546_d6829f73.pdf,2025-10-26T18:41:58.643620
2025 T 16560,"Arrêté n° 2025 T 16560 modifiant, à titre provisoire, la règle de stationnement rue Laugier, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,104,False,True,True,42793,s3://parisarretes/arretes/2025/2025_T_16560_abcb8b6d.pdf,2025-10-26T18:41:58.643859
2025 T 16563,"Arrêté n° 2025 T 16563 modifiant, à titre provisoire, la règle de stationnement rue Brémontier, à Paris 17e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,105,False,True,True,42791,s3://parisarretes/arretes/2025/2025_T_16563_462050f9.pdf,2025-10-26T18:41:58.644098
2025 E 16544,"Arrêté n° 2025 E 16544 modifiant, à titre provisoire, les règles de circulation rues Julien Lacroix et Etienne Dolet, à Paris 20e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,11/09/2025,10/09/2025,51,True,False,True,42792,s3://parisarretes/arretes/2025/2025_E_16544_0d3903af.pdf,2025-10-26T18:41:58.644347
2025 T 16564,"Arrêté n° 2025 T 16564 modifiant, à titre provisoire, la règle du stationnement rue Tourlaque, à Paris 18e.",Direction de la Voirie et des Déplacements,Farid RABIA,11/09/2025,09/09/2025,104,False,True,True,42784,s3://parisarretes/arretes/2025/2025_T_16564_9ff1ea99.pdf,2025-10-26T18:41:58.644592
